Time_s,Voltage_V,Current_mA,Power_mW
17.49,4.03,78.80,314.00
17.52,4.02,152.10,606.00
17.52,4.02,53.30,212.00
17.55,4.02,53.20,212.00
17.58,4.02,81.70,318.00
17.61,4.02,77.80,308.00
17.64,4.02,131.30,620.00
17.67,4.03,54.80,216.00
17.67,4.03,51.80,210.00
17.70,4.03,79.80,322.00
17.73,4.03,78.50,314.00
17.76,4.02,168.20,626.00
17.76,4.03,52.90,210.00
17.79,4.03,54.20,216.00
17.82,4.03,79.20,318.00
17.85,4.02,78.70,314.00
17.91,4.02,160.80,642.00
17.91,4.03,53.00,212.00
17.91,4.03,54.20,212.00
17.94,4.03,78.10,312.00
17.97,4.03,79.30,322.00
18.00,4.02,156.90,626.00
18.00,4.03,51.80,210.00
18.03,4.03,53.00,212.00
18.06,4.03,78.20,314.00
18.09,4.02,80.10,328.00
18.18,4.02,151.20,612.00
18.18,4.03,53.90,216.00
18.21,4.03,53.70,216.00
18.21,4.03,76.80,308.00
18.21,3.99,79.00,318.00
18.21,4.01,168.00,668.00
18.24,4.03,54.50,220.00
18.27,4.03,52.00,206.00
18.30,4.03,74.90,318.00
18.33,4.03,80.70,324.00
18.36,4.02,160.90,642.00
18.36,4.03,52.40,210.00
18.39,4.03,53.10,212.00
18.42,4.02,80.30,328.00
18.45,4.02,82.50,328.00
18.48,4.02,120.70,630.00
18.48,4.03,53.60,216.00
18.51,4.03,52.10,210.00
18.54,4.03,78.70,314.00
18.57,4.02,80.10,322.00
18.57,4.02,167.00,630.00
18.60,4.03,51.90,206.00
18.63,4.03,53.90,216.00
18.66,4.02,81.70,328.00
18.69,4.02,84.10,338.00
18.72,4.02,164.20,656.00
18.72,4.03,52.70,212.00
18.75,4.03,54.80,220.00
18.81,4.03,80.30,322.00
18.81,4.02,84.50,330.00
18.81,4.02,153.40,612.00
18.84,4.03,52.60,212.00
18.87,4.03,51.80,210.00
18.90,4.02,82.60,330.00
18.93,4.02,81.40,322.00
18.96,4.02,133.60,616.00
18.96,4.03,53.60,216.00
19.02,4.03,52.40,210.00
19.02,4.02,83.20,334.00
19.05,3.99,85.70,344.00
19.08,4.02,167.70,668.00
19.08,4.03,55.00,220.00
19.11,4.03,52.30,206.00
19.14,4.03,80.50,330.00
19.17,4.03,78.20,314.00
19.20,4.02,159.30,636.00
19.20,4.03,51.90,210.00
19.23,4.03,53.40,216.00
19.26,4.03,84.10,328.00
19.29,4.03,80.30,318.00
19.32,4.02,101.70,612.00
19.32,4.02,52.10,210.00
19.35,4.03,53.80,216.00
19.38,4.03,79.70,322.00
19.41,4.02,80.20,318.00
19.41,4.02,153.40,620.00
19.44,4.03,52.80,210.00
19.47,4.03,54.30,216.00
19.50,4.03,78.20,314.00
19.53,4.02,77.80,312.00
19.56,4.02,167.30,668.00
19.56,4.02,53.30,212.00
19.59,4.03,54.50,220.00
19.62,4.03,78.50,314.00
19.65,4.02,78.70,314.00
19.68,4.02,157.10,626.00
19.68,4.03,54.00,216.00
19.71,4.03,52.70,212.00
19.74,4.02,78.80,314.00
19.77,4.02,77.00,314.00
19.80,4.02,121.80,630.00
19.80,4.03,55.10,216.00
19.83,4.03,51.70,206.00
19.86,4.03,79.30,318.00
19.89,4.03,80.20,322.00
19.92,4.02,164.60,630.00
19.92,4.03,54.00,220.00
19.96,4.03,53.60,216.00
19.98,4.03,72.40,318.00
20.01,4.02,81.00,324.00
20.04,4.02,168.50,672.00
20.04,4.03,52.90,212.00
20.07,4.02,53.40,216.00
20.13,4.03,79.30,322.00
20.13,4.02,82.50,324.00
20.13,4.02,98.20,630.00
20.16,4.03,51.60,206.00
20.19,4.03,53.30,212.00
20.22,4.03,79.90,322.00
20.25,4.02,84.80,338.00
20.28,4.02,140.30,620.00
20.28,4.03,54.40,216.00
20.31,4.03,55.00,216.00
20.34,4.03,80.60,324.00
20.37,4.01,82.00,328.00
20.37,4.02,168.90,672.00
20.40,4.03,53.60,216.00
20.43,4.03,53.30,212.00
20.46,4.03,82.40,324.00
20.49,4.02,80.90,324.00
20.49,4.02,158.00,630.00
20.52,4.03,53.50,216.00
20.55,4.03,53.10,212.00
20.58,4.02,80.60,330.00
20.61,4.03,81.70,318.00
20.64,4.02,102.50,620.00
20.64,4.03,54.90,216.00
20.67,4.03,51.90,210.00
20.70,4.03,83.30,334.00
20.73,4.03,79.90,322.00
