Time_s,Voltage_V,Current_mA,Power_mW,Fan_State
486.85,3.65,65.50,240.00,100%
486.88,3.64,140.90,508.00,100%
486.88,3.65,73.80,266.00,100%
486.91,3.65,69.60,230.00,100%
486.94,3.65,65.80,246.00,100%
486.97,3.65,69.00,266.00,100%
487.00,3.63,143.40,522.00,100%
487.00,3.65,63.00,230.00,100%
487.03,3.66,70.20,256.00,100%
487.06,3.65,73.30,268.00,100%
487.09,3.65,70.70,258.00,100%
487.12,3.63,151.90,534.00,100%
487.12,3.65,73.40,292.00,100%
487.15,3.65,71.20,236.00,100%
487.18,3.65,65.80,242.00,100%
487.21,3.65,72.50,266.00,100%
487.24,3.63,142.30,514.00,100%
487.24,3.65,65.00,236.00,100%
487.27,3.65,68.20,250.00,100%
487.30,3.65,74.70,272.00,100%
487.33,3.65,66.70,242.00,100%
487.36,3.63,143.50,514.00,100%
487.36,3.65,70.40,258.00,100%
487.39,3.65,72.00,240.00,100%
487.42,3.65,66.30,242.00,100%
487.45,3.65,71.20,258.00,100%
487.48,3.63,144.10,522.00,100%
487.48,3.65,63.90,232.00,100%
487.51,3.65,69.20,252.00,100%
487.54,3.65,74.80,272.00,100%
487.57,3.65,68.20,240.00,100%
487.60,3.63,142.30,504.00,100%
487.60,3.65,73.80,268.00,100%
487.63,3.66,70.30,236.00,100%
487.66,3.65,52.20,190.00,100%
487.69,3.65,79.20,288.00,100%
487.72,3.63,147.80,534.00,100%
487.72,3.65,63.60,232.00,100%
487.75,3.66,69.50,252.00,100%
487.78,3.65,75.90,250.00,100%
487.81,3.66,66.20,232.00,100%
487.84,3.63,143.10,522.00,100%
487.84,3.65,74.20,266.00,100%
487.87,3.65,65.20,240.00,100%
487.90,3.65,64.50,236.00,100%
487.93,3.66,73.10,266.00,100%
487.96,3.63,142.90,518.00,100%
487.99,3.65,64.20,232.00,100%
487.99,3.65,69.80,256.00,100%
488.02,3.65,75.60,250.00,100%
488.05,3.66,65.10,230.00,100%
488.08,3.64,143.60,534.00,100%
488.08,3.65,74.80,266.00,100%
488.11,3.65,63.90,232.00,100%
488.14,3.65,65.50,240.00,100%
488.17,3.65,71.50,262.00,100%
488.23,3.63,145.50,528.00,100%
488.23,3.66,64.30,236.00,100%
488.23,3.65,66.80,268.00,100%
488.26,3.65,82.60,268.00,100%
488.29,3.66,68.20,268.00,100%
488.32,3.63,143.00,528.00,100%
488.32,3.65,73.20,266.00,100%
488.35,3.65,64.40,236.00,100%
488.38,3.65,64.90,236.00,100%
488.41,3.66,70.60,258.00,100%
488.44,3.63,147.70,534.00,100%
488.44,3.65,65.80,242.00,100%
488.47,3.65,67.40,266.00,100%
488.50,3.65,72.70,252.00,100%
488.53,3.65,68.90,236.00,100%
488.56,3.63,144.50,524.00,100%
488.56,3.66,73.50,268.00,100%
488.59,3.65,67.40,246.00,100%
488.65,3.65,63.40,232.00,100%
488.65,3.66,72.00,262.00,100%
488.68,3.63,150.90,476.00,100%
488.68,3.65,66.30,240.00,100%
488.71,3.65,64.70,256.00,100%
488.74,3.65,72.90,258.00,100%
488.77,3.65,71.30,236.00,100%
488.80,3.64,141.30,512.00,100%
488.80,3.65,68.50,250.00,100%
488.83,3.65,75.80,276.00,100%
488.86,3.65,68.00,250.00,100%
488.89,3.65,70.40,256.00,100%
488.92,3.63,153.90,502.00,100%
488.92,3.66,65.00,230.00,100%
488.95,3.66,65.60,266.00,100%
488.98,3.65,74.60,266.00,100%
489.01,3.65,64.30,236.00,100%
489.04,3.63,139.70,504.00,100%
489.04,3.65,72.30,262.00,100%
489.07,3.65,70.20,256.00,100%
489.10,3.65,64.60,236.00,100%
489.13,3.65,68.00,266.00,100%
489.16,3.63,151.00,504.00,100%
489.16,3.66,69.40,236.00,100%
489.19,3.65,65.30,246.00,100%
489.22,3.65,73.30,268.00,100%
489.25,3.65,66.90,242.00,100%
489.28,3.63,139.90,508.00,100%
489.28,3.65,68.20,250.00,100%
489.31,3.66,74.70,272.00,100%
489.34,3.66,67.20,232.00,100%
489.37,3.65,65.30,262.00,100%
489.40,3.63,128.30,524.00,100%
489.40,3.65,82.00,226.00,100%
489.43,3.65,67.30,266.00,100%
489.46,3.65,71.30,258.00,100%
489.49,3.65,72.30,262.00,100%
489.52,3.63,139.80,504.00,100%
489.52,3.65,65.00,236.00,100%
489.55,3.65,72.70,266.00,100%
489.58,3.65,73.10,240.00,100%
489.61,3.65,66.50,262.00,100%
489.64,3.63,145.70,678.00,100%
489.64,3.65,71.70,236.00,100%
489.67,3.65,66.60,242.00,100%
489.70,3.66,69.90,256.00,100%
489.73,3.65,70.30,256.00,100%
489.76,3.63,145.90,524.00,100%
489.76,3.66,66.60,242.00,100%
489.79,3.65,72.50,266.00,100%
489.82,3.65,71.30,240.00,100%
489.85,3.65,63.60,240.00,100%
489.88,3.63,143.70,730.00,100%
489.88,3.65,74.70,252.00,100%
489.91,3.65,64.00,232.00,100%
489.94,3.65,66.50,242.00,100%
489.97,3.66,73.30,268.00,100%
490.00,3.63,136.00,488.00,100%
490.00,3.65,72.10,262.00,100%
490.03,3.65,74.10,298.00,100%
490.06,3.65,73.90,262.00,100%
490.09,3.65,68.40,232.00,100%
490.12,3.63,141.00,780.00,100%
490.12,3.65,73.80,268.00,100%
490.15,3.65,66.60,242.00,100%
490.18,3.65,65.00,236.00,100%
490.21,3.66,67.80,246.00,100%
490.24,3.64,141.80,512.00,100%
490.24,3.65,67.90,250.00,100%
490.27,3.65,65.30,252.00,100%
490.30,3.65,68.50,266.00,100%
490.33,3.65,75.20,250.00,100%
490.36,3.63,143.90,740.00,100%
490.36,3.65,68.10,250.00,100%
490.39,3.65,74.30,272.00,100%
490.42,3.65,66.30,242.00,100%
490.45,3.65,64.10,232.00,100%
490.48,3.63,142.20,612.00,100%
490.48,3.65,75.00,242.00,100%
490.51,3.66,64.60,230.00,100%
490.54,3.65,65.80,268.00,100%
490.57,3.65,64.10,266.00,100%
490.60,3.63,196.80,712.00,100%
490.63,3.66,72.20,262.00,100%
490.63,3.65,72.10,262.00,100%
490.66,3.65,70.00,256.00,100%
490.69,3.65,64.60,236.00,100%
490.72,3.63,139.10,612.00,100%
490.72,3.65,72.90,250.00,100%
490.75,3.65,68.80,236.00,100%
490.78,3.65,65.10,252.00,100%
490.81,3.65,75.00,272.00,100%
490.84,3.63,190.70,688.00,100%
490.84,3.65,64.60,236.00,100%
490.87,3.65,69.60,252.00,100%
490.90,3.65,74.20,272.00,100%
490.93,3.65,66.60,232.00,100%
490.96,3.63,139.50,658.00,100%
490.99,3.65,71.90,262.00,100%
490.99,3.65,72.70,240.00,100%
491.02,3.65,66.70,240.00,100%
491.05,3.65,70.50,256.00,100%
491.08,3.63,165.20,596.00,100%
491.08,3.65,63.70,232.00,100%
491.11,3.66,66.60,242.00,100%
491.14,3.66,71.90,262.00,100%
491.17,3.65,78.60,206.00,100%
491.20,3.63,143.10,692.00,100%
491.20,3.65,69.30,282.00,100%
491.23,3.65,77.30,250.00,100%
491.26,3.65,63.40,232.00,100%
491.29,3.66,69.00,252.00,100%
491.32,3.64,152.70,550.00,100%
491.32,3.65,66.40,242.00,100%
491.35,3.65,64.50,236.00,100%
491.38,3.65,73.70,272.00,100%
491.41,3.65,72.00,236.00,100%
491.44,3.63,141.30,666.00,100%
491.44,3.65,66.50,262.00,100%
491.47,3.65,70.90,258.00,100%
491.50,3.65,63.50,232.00,100%
491.53,3.65,66.80,242.00,100%
491.56,3.63,136.30,492.00,100%
491.56,3.65,68.50,250.00,100%
491.59,3.65,65.40,250.00,100%
491.62,3.65,69.00,266.00,100%
491.65,3.65,74.30,246.00,100%
491.68,3.63,143.50,718.00,100%
491.68,3.66,70.00,256.00,100%
491.71,3.65,73.00,266.00,100%
491.74,3.65,55.90,204.00,100%
491.77,3.65,70.80,258.00,100%
491.80,3.63,141.50,638.00,100%
491.80,3.65,73.10,240.00,100%
491.83,3.65,66.40,240.00,100%
491.86,3.65,63.90,262.00,100%
491.89,3.65,73.10,262.00,100%
491.92,3.63,147.40,738.00,100%
491.92,3.65,64.60,236.00,100%
491.95,3.65,71.70,262.00,100%
492.01,3.65,68.90,252.00,100%
492.01,3.65,64.30,236.00,100%
492.04,3.63,139.20,668.00,100%
492.04,3.65,77.10,256.00,100%
492.07,3.66,66.70,230.00,100%
492.13,3.65,65.50,256.00,100%
492.13,3.65,71.90,276.00,100%
492.19,3.63,198.30,714.00,100%
492.19,3.65,63.10,230.00,100%
492.19,3.66,71.30,258.00,100%
492.22,3.65,73.60,268.00,100%
492.25,3.65,66.00,240.00,100%
492.28,3.64,137.60,630.00,100%
492.28,3.66,71.00,262.00,100%
492.31,3.65,81.40,204.00,100%
492.34,3.65,71.20,266.00,100%
492.37,3.65,75.80,276.00,100%
492.40,3.63,181.20,656.00,100%
492.40,3.65,65.30,240.00,100%
492.43,3.65,64.10,232.00,100%
492.46,3.65,73.30,268.00,100%
492.49,3.65,72.90,240.00,100%
492.52,3.63,140.50,662.00,100%
492.52,3.65,65.70,258.00,100%
492.55,3.65,72.30,258.00,100%
492.58,3.65,64.90,236.00,100%
492.61,3.65,64.90,236.00,100%
492.64,3.63,155.70,560.00,100%
492.64,3.65,68.90,252.00,100%
492.67,3.65,64.30,236.00,100%
492.70,3.65,68.00,250.00,100%
492.73,3.65,74.30,256.00,100%
492.76,3.63,142.60,692.00,100%
492.76,3.65,64.80,250.00,100%
492.79,3.65,70.60,276.00,100%
492.82,3.65,66.40,242.00,100%
492.85,3.65,64.00,232.00,100%
492.88,3.63,134.90,484.00,100%
492.88,3.65,77.70,286.00,100%
492.91,3.65,75.10,276.00,100%
492.94,3.65,65.70,288.00,100%
492.97,3.65,69.70,266.00,100%
493.00,3.63,150.30,754.00,100%
493.00,3.65,68.20,236.00,100%
493.03,3.65,70.30,256.00,100%
493.06,3.65,73.00,266.00,100%
493.09,3.65,66.10,242.00,100%
493.12,3.63,133.10,796.00,100%
493.12,3.65,72.10,262.00,100%
493.15,3.66,74.90,246.00,100%
493.18,3.65,64.90,230.00,100%
493.21,3.65,66.00,268.00,100%
493.24,3.63,149.70,764.00,100%
493.24,3.65,64.50,236.00,100%
493.27,3.65,64.20,232.00,100%
493.30,3.65,73.20,266.00,100%
493.33,3.65,70.40,256.00,100%
493.36,3.63,135.30,580.00,100%
493.36,3.65,67.40,262.00,100%
493.39,3.65,72.80,256.00,100%
493.42,3.65,69.50,236.00,100%
493.45,3.66,53.10,246.00,100%
493.48,3.63,191.60,692.00,100%
493.48,3.65,74.90,272.00,100%
493.51,3.65,67.30,246.00,100%
493.54,3.65,68.30,250.00,100%
493.57,3.65,74.70,272.00,100%
493.60,3.63,137.60,602.00,100%
493.60,3.65,65.40,262.00,100%
493.63,3.65,71.20,262.00,100%
493.66,3.65,73.40,240.00,100%
493.69,3.65,66.90,236.00,100%
493.72,3.63,183.40,662.00,100%
493.72,3.65,71.20,258.00,100%
493.75,3.65,63.80,232.00,100%
493.78,3.65,66.80,242.00,100%
493.81,3.65,72.70,266.00,100%
493.84,3.63,145.40,594.00,100%
493.84,3.65,63.20,242.00,100%
493.87,3.65,70.60,272.00,100%
493.90,3.65,76.60,246.00,100%
493.93,3.65,63.00,230.00,100%
493.96,3.63,155.20,560.00,100%
493.96,3.66,73.20,266.00,100%
493.99,3.66,65.00,236.00,100%
494.02,3.66,65.10,236.00,100%
494.05,3.65,83.10,266.00,100%
494.08,3.63,153.20,712.00,100%
494.08,3.65,65.50,272.00,100%
494.11,3.65,68.60,266.00,100%
494.14,3.65,68.30,250.00,100%
494.17,3.65,63.10,230.00,100%
494.20,3.63,137.60,494.00,100%
494.20,3.65,74.10,268.00,100%
494.23,3.65,66.30,242.00,100%
494.26,3.65,65.70,266.00,100%
494.29,3.65,72.60,266.00,100%
494.32,3.63,148.00,698.00,100%
494.32,3.65,66.30,240.00,100%
494.35,3.65,71.20,258.00,100%
494.38,3.65,69.60,252.00,100%
494.41,3.65,65.20,240.00,100%
494.44,3.63,134.10,482.00,100%
494.44,3.66,72.40,266.00,100%
494.47,3.65,69.50,232.00,100%
494.53,3.65,64.70,250.00,100%
494.53,3.65,67.80,262.00,100%
494.59,3.63,150.80,720.00,100%
494.59,3.65,68.70,236.00,100%
494.59,3.65,68.20,250.00,100%
494.62,3.65,52.40,190.00,100%
494.65,3.65,73.60,268.00,100%
494.68,3.63,134.70,632.00,100%
494.68,3.65,72.50,266.00,100%
494.71,3.65,74.20,242.00,100%
494.74,3.65,63.80,230.00,100%
494.77,3.65,66.50,268.00,100%
494.80,3.63,149.10,748.00,100%
494.80,3.65,62.90,230.00,100%
494.83,3.65,66.60,242.00,100%
494.86,3.66,72.30,262.00,100%
494.89,3.65,68.30,250.00,100%
494.92,3.63,134.30,602.00,100%
494.92,3.65,71.80,276.00,100%
494.95,3.65,73.40,240.00,100%
494.98,3.65,67.00,236.00,100%
495.01,3.65,66.30,266.00,100%
495.04,3.63,188.60,678.00,100%
495.04,3.65,63.90,232.00,100%
495.07,3.65,65.70,240.00,100%
495.10,3.66,71.80,262.00,100%
495.13,3.65,70.40,256.00,100%
495.16,3.63,141.40,658.00,100%
495.16,3.66,66.90,262.00,100%
495.19,3.65,81.40,250.00,100%
495.22,3.65,74.50,266.00,100%
495.25,3.66,73.60,268.00,100%
495.28,3.63,161.20,580.00,100%
495.28,3.65,67.20,246.00,100%
495.31,3.65,63.50,232.00,100%
495.34,3.66,71.50,262.00,100%
495.37,3.65,74.40,242.00,100%
495.40,3.63,141.10,708.00,100%
495.40,3.65,65.00,266.00,100%
495.43,3.65,72.50,262.00,100%
495.46,3.65,64.80,236.00,100%
495.49,3.65,64.60,236.00,100%
495.52,3.63,142.20,512.00,100%
495.52,3.65,68.10,250.00,100%
495.55,3.65,64.30,236.00,100%
495.58,3.65,69.60,266.00,100%
495.64,3.65,75.50,246.00,100%
495.64,3.63,141.00,518.00,100%
495.64,3.65,65.30,262.00,100%
495.67,3.65,74.20,268.00,100%
495.70,3.65,64.00,232.00,100%
495.73,3.65,65.50,240.00,100%
495.76,3.63,137.70,494.00,100%
495.76,3.65,76.80,282.00,100%
495.79,3.65,72.70,266.00,100%
495.82,3.65,69.90,298.00,100%
495.85,3.65,74.10,242.00,100%
495.88,3.63,143.40,684.00,100%
495.88,3.65,66.10,258.00,100%
495.91,3.65,72.70,266.00,100%
495.94,3.65,65.30,240.00,100%
495.97,3.65,64.20,232.00,100%
496.00,3.63,142.60,512.00,100%
496.00,3.65,71.80,262.00,100%
496.03,3.65,66.30,242.00,100%
496.06,3.65,64.90,256.00,100%
496.09,3.65,73.20,258.00,100%
496.12,3.63,146.30,718.00,100%
496.12,3.65,66.70,242.00,100%
496.15,3.66,71.80,262.00,100%
496.18,3.65,67.90,250.00,100%
496.21,3.65,64.10,232.00,100%
496.24,3.63,140.40,638.00,100%
496.24,3.65,75.90,246.00,100%
496.27,3.65,65.60,230.00,100%
496.30,3.65,65.10,262.00,100%
496.33,3.65,62.30,266.00,100%
496.36,3.63,158.90,574.00,100%
496.36,3.65,71.70,262.00,100%
496.39,3.65,74.30,272.00,100%
496.42,3.65,69.60,252.00,100%
496.45,3.65,64.50,236.00,100%
496.48,3.63,144.00,684.00,100%
496.48,3.65,72.70,250.00,100%
496.51,3.66,68.00,236.00,100%
496.54,3.65,65.10,252.00,100%
496.57,3.65,73.30,268.00,100%
496.60,3.63,155.10,560.00,100%
496.60,3.65,65.10,236.00,100%
496.63,3.65,69.50,252.00,100%
496.66,3.65,74.10,268.00,100%
496.69,3.65,67.10,232.00,100%
496.72,3.63,140.50,748.00,100%
496.72,3.65,71.50,266.00,100%
496.75,3.65,73.60,240.00,100%
496.81,3.65,64.70,236.00,100%
496.81,3.65,70.40,256.00,100%
496.84,3.63,139.10,502.00,100%
496.84,3.65,64.00,232.00,100%
496.87,3.66,65.00,236.00,100%
496.90,3.66,72.10,262.00,100%
496.93,3.65,79.90,240.00,100%
496.96,3.63,147.00,812.00,100%
496.96,3.65,67.00,292.00,100%
496.99,3.65,73.40,258.00,100%
497.02,3.65,63.00,230.00,100%
497.05,3.65,66.40,242.00,100%
497.08,3.63,140.00,504.00,100%
497.08,3.65,69.80,256.00,100%
497.11,3.65,64.70,236.00,100%
497.14,3.65,68.60,266.00,100%
497.17,3.65,71.20,246.00,100%
497.20,3.63,145.30,702.00,100%
497.20,3.65,66.10,250.00,100%
497.23,3.65,71.20,258.00,100%
497.26,3.65,67.80,246.00,100%
497.29,3.65,63.90,232.00,100%
497.32,3.63,138.90,498.00,100%
497.32,3.65,75.20,276.00,100%
497.35,3.66,69.10,240.00,100%
497.38,3.65,63.10,246.00,100%
497.41,3.65,71.00,276.00,100%
497.44,3.63,151.70,688.00,100%
497.44,3.65,63.30,230.00,100%
497.47,3.65,69.60,252.00,100%
497.50,3.65,50.00,184.00,100%
497.53,3.65,73.90,268.00,100%
497.56,3.64,138.70,630.00,100%
497.56,3.65,74.40,272.00,100%
497.59,3.65,71.80,232.00,100%
497.65,3.65,65.80,240.00,100%
497.65,3.65,66.50,266.00,100%
497.68,3.63,164.50,594.00,100%
497.68,3.65,63.30,230.00,100%
497.71,3.65,66.20,242.00,100%
497.74,3.65,71.00,258.00,100%
497.77,3.65,69.60,252.00,100%
497.80,3.63,141.00,612.00,100%
497.80,3.65,67.50,262.00,100%
497.83,3.65,73.00,252.00,100%
497.86,3.65,69.00,236.00,100%
497.89,3.65,68.80,252.00,100%
497.92,3.63,151.40,544.00,100%
497.92,3.65,67.80,246.00,100%
497.95,3.65,63.10,230.00,100%
497.98,3.65,70.40,256.00,100%
498.01,3.65,75.40,246.00,100%
498.04,3.63,141.70,750.00,100%
498.04,3.66,63.80,258.00,100%
498.07,3.65,78.50,268.00,100%
498.10,3.65,74.10,272.00,100%
498.13,3.65,70.70,258.00,100%
498.16,3.63,138.60,498.00,100%
498.16,3.65,71.10,258.00,100%
498.19,3.65,65.10,236.00,100%
498.22,3.65,65.60,258.00,100%
498.28,3.65,72.00,266.00,100%
498.28,3.63,145.60,304.00,100%
498.28,3.65,65.80,240.00,100%
498.31,3.65,67.20,258.00,100%
498.34,3.65,69.80,256.00,100%
498.37,3.65,64.90,236.00,100%
498.40,3.63,134.90,484.00,100%
498.40,3.66,71.50,258.00,100%
498.43,3.65,70.90,258.00,100%
498.46,3.65,65.80,242.00,100%
498.49,3.65,65.30,256.00,100%
498.52,3.63,148.10,712.00,100%
498.52,3.65,71.90,236.00,100%
498.55,3.65,64.80,236.00,100%
498.58,3.66,71.80,262.00,100%
498.61,3.65,68.90,252.00,100%
498.64,3.64,134.00,482.00,100%
498.64,3.65,42.80,158.00,100%
498.67,3.65,82.60,168.00,100%
498.70,3.65,69.30,256.00,100%
498.73,3.65,65.40,252.00,100%
498.76,3.63,145.80,676.00,100%
498.76,3.65,67.20,246.00,100%
498.79,3.65,63.70,232.00,100%
498.82,3.65,68.80,252.00,100%
498.85,3.65,75.00,272.00,100%
498.88,3.63,142.80,514.00,100%
498.88,3.65,65.80,256.00,100%
498.91,3.65,69.30,268.00,100%
498.94,3.65,75.60,246.00,100%
498.97,3.65,68.30,236.00,100%
499.03,3.63,162.60,586.00,100%
499.03,3.65,72.80,266.00,100%
499.03,3.65,66.10,242.00,100%
499.06,3.65,64.10,232.00,100%
499.09,3.65,72.40,266.00,100%
499.12,3.63,149.00,718.00,100%
499.12,3.65,64.80,232.00,100%
499.15,3.65,66.30,268.00,100%
499.18,3.65,72.50,262.00,100%
499.21,3.65,64.30,236.00,100%
499.24,3.63,135.40,484.00,100%
499.24,3.65,80.20,292.00,100%
499.27,3.65,76.30,278.00,100%
499.30,3.65,64.20,232.00,100%
499.33,3.65,69.60,266.00,100%
499.39,3.63,150.70,780.00,100%
499.39,3.66,67.70,232.00,100%
499.39,3.65,65.00,256.00,100%
499.42,3.65,74.80,272.00,100%
499.45,3.65,64.50,236.00,100%
499.48,3.63,133.50,478.00,100%
499.48,3.65,71.60,262.00,100%
499.51,3.65,72.10,262.00,100%
499.54,3.65,65.90,240.00,100%
499.57,3.65,66.70,262.00,100%
499.60,3.63,147.20,760.00,100%
499.60,3.65,65.40,252.00,100%
499.63,3.65,68.50,268.00,100%
499.66,3.65,68.00,250.00,100%
499.69,3.65,63.00,230.00,100%
499.72,3.63,135.40,494.00,100%
499.72,3.65,73.40,268.00,100%
499.75,3.65,65.90,240.00,100%
499.78,3.65,66.10,266.00,100%
499.81,3.65,72.00,262.00,100%
499.84,3.63,180.50,258.00,100%
499.84,3.65,73.20,168.00,100%
499.87,3.65,80.70,294.00,100%
499.90,3.65,67.90,250.00,100%
499.93,3.65,64.90,236.00,100%
499.96,3.63,159.10,580.00,100%
499.96,3.66,74.40,272.00,100%
499.99,3.65,68.00,236.00,100%
500.02,3.65,64.30,256.00,100%
500.08,3.65,70.40,272.00,100%
500.08,3.63,149.60,662.00,100%
500.08,3.65,66.10,242.00,100%
500.11,3.65,69.80,256.00,100%
500.14,3.65,74.60,272.00,100%
500.17,3.65,64.60,236.00,100%
500.20,3.63,181.50,262.00,100%
500.20,3.65,72.70,272.00,100%
500.23,3.65,73.60,242.00,100%
500.26,3.65,64.50,232.00,100%
500.29,3.65,65.70,266.00,100%
500.32,3.63,222.00,806.00,100%
500.32,3.65,63.30,230.00,100%
500.35,3.65,66.10,242.00,100%
500.38,3.66,71.20,258.00,100%
500.41,3.65,69.70,256.00,100%
500.44,3.63,199.20,426.00,100%
500.44,3.65,76.00,304.00,100%
500.47,3.65,71.60,268.00,100%
500.50,3.65,68.50,236.00,100%
500.53,3.65,66.00,252.00,100%
500.56,3.63,224.90,816.00,100%
500.56,3.65,67.00,246.00,100%
500.59,3.65,63.50,232.00,100%
500.62,3.66,71.40,258.00,100%
500.65,3.65,73.50,268.00,100%
500.68,3.63,209.50,236.00,100%
500.68,3.65,63.60,262.00,100%
500.71,3.65,74.20,266.00,100%
500.74,3.65,73.30,240.00,100%
500.77,3.65,63.80,232.00,100%
500.80,3.63,132.00,482.00,100%
500.80,3.65,70.30,256.00,100%
500.83,3.65,64.30,236.00,100%
500.86,3.65,67.00,246.00,100%
500.89,3.65,74.10,258.00,100%
500.92,3.63,205.30,252.00,100%
500.92,3.65,65.30,256.00,100%
500.95,3.65,69.90,266.00,100%
500.98,3.65,66.70,242.00,100%
501.01,3.65,43.70,160.00,100%
501.04,3.63,180.90,652.00,100%
501.04,3.65,75.10,276.00,100%
501.07,3.65,67.00,246.00,100%
501.10,3.65,65.70,258.00,100%
501.13,3.65,69.80,266.00,100%
501.16,3.63,76.90,282.00,100%
501.16,3.65,67.90,232.00,100%
501.19,3.65,70.20,256.00,100%
501.22,3.65,73.00,266.00,100%
501.25,3.65,66.20,242.00,100%
501.28,3.63,174.50,258.00,100%
501.28,3.65,71.40,258.00,100%
501.31,3.65,75.10,246.00,100%
501.34,3.66,65.00,230.00,100%
501.37,3.65,65.00,262.00,100%
501.40,3.63,97.00,354.00,100%
501.40,3.65,65.00,236.00,100%
501.43,3.65,63.00,230.00,100%
501.46,3.65,72.10,262.00,100%
501.52,3.65,72.40,266.00,100%
501.52,3.63,177.60,416.00,100%
501.52,3.66,66.20,272.00,100%
501.55,3.66,72.30,262.00,100%
501.58,3.65,80.50,232.00,100%
501.61,3.65,71.90,266.00,100%
501.64,3.63,122.60,446.00,100%
501.64,3.65,70.30,256.00,100%
501.67,3.65,65.10,236.00,100%
501.70,3.65,64.30,236.00,100%
501.73,3.66,71.40,258.00,100%
501.76,3.63,219.50,232.00,100%
501.76,3.65,64.70,242.00,100%
501.79,3.65,66.50,262.00,100%
501.82,3.65,73.50,256.00,100%
501.85,3.65,64.30,236.00,100%
501.88,3.63,129.60,472.00,100%
501.88,3.65,73.00,266.00,100%
501.91,3.65,67.60,246.00,100%
501.94,3.65,63.80,232.00,100%
501.97,3.65,69.90,268.00,100%
502.00,3.63,212.10,262.00,100%
502.00,3.65,67.50,240.00,100%
502.03,3.65,64.70,252.00,100%
502.06,3.65,74.50,272.00,100%
502.09,3.65,65.80,240.00,100%
502.12,3.63,142.40,518.00,100%
502.12,3.65,68.60,250.00,100%
502.15,3.65,68.20,250.00,100%
502.18,3.65,75.10,252.00,100%
502.21,3.65,64.60,288.00,100%
502.24,3.63,197.90,748.00,100%
502.24,3.65,74.50,242.00,100%
502.27,3.65,64.20,232.00,100%
502.30,3.65,69.50,252.00,100%
502.33,3.65,74.10,268.00,100%
502.36,3.63,173.50,632.00,100%
502.36,3.66,64.20,232.00,100%
502.39,3.65,72.50,266.00,100%
502.42,3.65,73.20,242.00,100%
502.45,3.65,64.30,230.00,100%
502.48,3.63,96.70,354.00,100%
502.48,3.65,73.40,262.00,100%
502.51,3.65,63.60,232.00,100%
502.54,3.65,65.30,240.00,100%
502.57,3.65,70.10,256.00,100%
502.60,3.63,200.00,240.00,100%
502.60,3.65,64.70,246.00,100%
502.63,3.65,66.90,262.00,100%
502.66,3.65,70.40,252.00,100%
502.69,3.65,70.30,236.00,100%
502.72,3.63,112.50,410.00,100%
502.72,3.65,46.10,168.00,100%
502.75,3.65,77.90,286.00,100%
502.81,3.65,65.60,240.00,100%
502.81,3.66,66.30,242.00,100%
502.84,3.64,197.40,502.00,100%
502.84,3.65,70.80,242.00,100%
502.87,3.65,63.00,236.00,100%
502.90,3.65,67.80,262.00,100%
502.93,3.65,74.40,256.00,100%
502.96,3.63,128.00,466.00,100%
502.96,3.65,66.30,242.00,100%
502.99,3.65,72.10,262.00,100%
503.02,3.65,69.10,252.00,100%
503.05,3.65,64.60,236.00,100%
503.08,3.63,194.10,586.00,100%
503.08,3.65,71.30,252.00,100%
503.11,3.65,69.60,236.00,100%
503.14,3.65,65.70,246.00,100%
503.17,3.65,71.10,258.00,100%
503.20,3.63,149.00,544.00,100%
503.20,3.65,63.90,232.00,100%
503.23,3.65,68.20,250.00,100%
503.26,3.65,72.70,266.00,100%
503.29,3.66,69.40,240.00,100%
503.32,3.63,206.80,286.00,100%
503.32,3.65,78.40,304.00,100%
503.35,3.65,75.70,276.00,100%
503.38,3.65,63.50,232.00,100%
503.41,3.65,68.20,250.00,100%
503.44,3.63,174.50,636.00,100%
503.44,3.65,67.00,246.00,100%
503.47,3.65,63.90,232.00,100%
503.50,3.65,71.30,272.00,100%
503.53,3.65,74.30,242.00,100%
503.56,3.63,177.50,324.00,100%
503.56,3.65,65.50,252.00,100%
503.59,3.65,75.10,276.00,100%
503.62,3.65,66.60,242.00,100%
503.68,3.65,64.50,236.00,100%
503.68,3.63,186.10,678.00,100%
503.68,3.65,74.40,256.00,100%
503.71,3.65,69.30,236.00,100%
503.74,3.65,64.10,246.00,100%
503.77,3.65,69.10,266.00,100%
503.80,3.63,117.10,426.00,100%
503.80,3.65,64.20,232.00,100%
503.83,3.65,66.80,242.00,100%
503.86,3.65,73.10,266.00,100%
503.89,3.65,42.20,154.00,100%
503.92,3.63,211.60,164.00,100%
503.92,3.65,71.20,302.00,100%
503.95,3.65,72.40,250.00,100%
503.98,3.65,67.70,232.00,100%
504.01,3.65,64.90,252.00,100%
504.04,3.63,137.30,502.00,100%
504.04,3.65,66.10,242.00,100%
504.07,3.65,64.70,236.00,100%
504.10,3.65,69.00,252.00,100%
504.13,3.65,74.50,272.00,100%
504.22,3.63,214.70,256.00,100%
504.22,3.65,64.20,262.00,100%
504.22,3.65,70.60,268.00,100%
504.22,3.65,74.60,242.00,100%
504.25,3.65,64.40,236.00,100%
504.28,3.63,152.50,554.00,100%
504.28,3.65,73.80,268.00,100%
504.31,3.65,64.50,236.00,100%
504.34,3.65,65.00,236.00,100%
504.37,3.65,73.50,266.00,100%
504.40,3.63,200.00,268.00,100%
504.43,3.65,64.20,236.00,100%
504.43,3.66,66.50,262.00,100%
504.47,3.65,70.70,258.00,100%
