Time_s,Voltage_V,Current_mA,Power_mW,Fan_State
94.77,3.69,-57.20,212.00,100%
94.80,3.67,23.80,88.00,100%
94.80,3.66,-51.00,186.00,100%
94.83,3.69,-51.20,190.00,100%
94.86,3.69,-58.30,216.00,100%
94.89,3.69,-51.00,190.00,100%
94.92,3.67,20.90,66.00,100%
94.92,3.69,-51.20,170.00,100%
94.95,3.69,-49.50,212.00,100%
94.98,3.69,-57.40,196.00,100%
95.04,3.69,-54.70,204.00,100%
95.04,3.67,15.80,58.00,100%
95.04,3.66,-42.20,158.00,100%
95.07,3.69,-60.10,222.00,100%
95.10,3.69,-51.30,190.00,100%
95.13,3.69,-56.70,216.00,100%
95.16,3.67,22.00,76.00,100%
95.16,3.70,-48.30,200.00,100%
95.19,3.69,-57.40,184.00,100%
95.25,3.69,-47.30,210.00,100%
95.25,3.69,-57.30,212.00,100%
95.28,3.67,16.20,58.00,100%
95.28,3.65,29.60,108.00,100%
95.31,3.69,-50.00,184.00,100%
95.34,3.69,-58.50,216.00,100%
95.37,3.69,-49.10,184.00,100%
95.40,3.67,12.00,14.00,100%
95.40,3.69,-48.50,164.00,100%
95.43,3.69,-52.00,216.00,100%
95.46,3.69,-50.20,186.00,100%
95.49,3.69,-58.30,216.00,100%
95.52,3.67,21.40,78.00,100%
95.52,3.66,-47.60,176.00,100%
95.55,3.69,-58.30,216.00,100%
95.58,3.69,-49.80,184.00,100%
95.64,3.69,-57.60,196.00,100%
95.64,3.67,24.50,62.00,100%
95.64,3.66,-48.00,184.00,100%
95.67,3.69,-49.60,184.00,100%
95.70,3.69,-59.20,220.00,100%
95.73,3.69,-51.80,190.00,100%
95.76,3.67,16.60,62.00,100%
95.76,3.67,-44.60,164.00,100%
95.79,3.69,-56.80,210.00,100%
95.82,3.69,-53.60,196.00,100%
95.88,3.69,-52.10,212.00,100%
95.88,3.67,17.00,62.00,100%
95.88,3.68,-41.70,184.00,100%
95.91,3.69,-57.20,196.00,100%
95.94,3.69,-54.90,204.00,100%
96.00,3.69,-58.80,216.00,100%
96.00,3.67,23.80,88.00,100%
96.00,3.66,-52.80,196.00,100%
96.03,3.70,-50.50,186.00,100%
96.06,3.69,-57.20,210.00,100%
96.09,3.69,-49.90,186.00,100%
96.12,3.67,20.80,36.00,100%
96.12,3.69,-47.70,160.00,100%
96.15,3.69,-50.90,216.00,100%
96.18,3.69,-51.90,194.00,100%
96.21,3.69,-56.60,210.00,100%
96.24,3.67,17.90,66.00,100%
96.24,3.66,-45.80,170.00,100%
96.27,3.69,-58.10,216.00,100%
96.30,3.69,-46.90,206.00,100%
96.33,3.69,-59.40,206.00,100%
96.36,3.67,27.60,66.00,100%
96.36,3.66,61.00,190.00,100%
96.39,3.69,-48.40,180.00,100%
96.42,3.69,-60.00,222.00,100%
96.45,3.69,-51.10,190.00,100%
96.48,3.67,17.00,62.00,100%
96.48,3.66,-46.30,170.00,100%
96.51,3.69,-53.80,200.00,100%
96.54,3.69,-56.10,186.00,100%
96.57,3.69,-50.70,220.00,100%
96.60,3.67,19.90,62.00,100%
96.60,3.69,-42.50,170.00,100%
96.64,3.69,-59.00,220.00,100%
96.66,3.69,-49.80,184.00,100%
96.69,3.69,-58.60,216.00,100%
96.75,3.67,22.70,82.00,100%
96.75,3.66,-50.30,186.00,100%
96.75,3.69,-53.50,176.00,100%
96.78,3.69,-52.20,216.00,100%
96.81,3.69,-59.40,194.00,100%
96.84,3.67,29.60,52.00,100%
96.84,3.66,-43.60,176.00,100%
96.87,3.69,-53.20,196.00,100%
96.90,3.69,-60.10,222.00,100%
96.93,3.69,-50.80,186.00,100%
96.99,3.67,15.90,58.00,100%
96.99,3.70,-43.80,160.00,100%
97.00,3.69,-54.50,216.00,100%
97.02,3.69,-55.80,186.00,100%
97.05,3.69,-51.60,216.00,100%
97.11,3.67,19.90,66.00,100%
97.11,3.68,-47.50,176.00,100%
97.11,3.69,-59.10,220.00,100%
97.14,3.69,-49.50,184.00,100%
97.20,3.69,-59.30,220.00,100%
97.20,3.67,24.00,88.00,100%
97.20,3.68,-50.60,186.00,100%
97.23,3.69,-51.10,174.00,100%
97.26,3.69,-54.00,222.00,100%
97.29,3.69,-57.50,184.00,100%
97.32,3.67,29.90,50.00,100%
97.32,3.66,-48.10,176.00,100%
97.35,3.69,-53.00,196.00,100%
97.38,3.69,-58.30,216.00,100%
97.44,3.69,-49.30,184.00,100%
97.44,3.67,16.60,62.00,100%
97.44,3.70,-43.30,160.00,100%
97.47,3.69,-54.10,212.00,100%
97.50,3.69,-57.60,194.00,100%
97.53,3.69,-49.60,210.00,100%
97.56,3.67,19.70,66.00,100%
97.56,3.66,-47.10,174.00,100%
97.59,3.69,-59.00,220.00,100%
97.65,3.69,-49.00,180.00,100%
97.65,3.69,-59.90,222.00,100%
97.68,3.67,24.30,88.00,100%
97.68,3.66,7.10,194.00,100%
97.71,3.69,-52.40,176.00,100%
97.74,3.69,-54.70,222.00,100%
97.77,3.69,-57.30,184.00,100%
97.80,3.67,30.30,66.00,100%
97.80,3.66,-48.90,180.00,100%
97.83,3.69,-52.90,196.00,100%
97.86,3.69,-58.30,216.00,100%
97.89,3.69,-48.20,176.00,100%
97.92,3.67,16.00,176.00,100%
97.98,3.69,-43.60,160.00,100%
97.98,3.69,-56.20,220.00,100%
97.98,3.69,-54.80,186.00,100%
98.01,3.69,-51.40,216.00,100%
98.04,3.67,24.00,88.00,100%
98.04,3.67,-50.30,186.00,100%
98.07,3.69,-56.80,210.00,100%
98.10,3.69,-51.30,190.00,100%
98.13,3.69,-59.30,220.00,100%
98.16,3.67,24.60,164.00,100%
98.16,3.68,-49.60,184.00,100%
98.19,3.69,-52.30,186.00,100%
98.22,3.69,-54.10,216.00,100%
98.25,3.69,-56.10,190.00,100%
98.28,3.67,17.90,66.00,100%
98.28,3.66,-48.10,176.00,100%
98.32,3.69,-52.50,194.00,100%
98.34,3.69,-59.70,220.00,100%
98.37,3.69,-48.60,180.00,100%
98.40,3.67,15.60,118.00,100%
98.40,3.70,-42.70,164.00,100%
98.43,3.69,-58.40,222.00,100%
98.46,3.69,-53.10,174.00,100%
98.49,3.69,-50.30,216.00,100%
98.52,3.67,23.20,86.00,100%
98.52,3.66,-49.70,184.00,100%
98.55,3.69,-57.10,210.00,100%
98.58,3.69,-50.60,186.00,100%
98.61,3.69,-58.70,216.00,100%
98.64,3.67,25.20,112.00,100%
98.64,3.66,27.10,186.00,100%
98.67,3.69,-54.20,180.00,100%
98.70,3.69,-52.20,216.00,100%
98.73,3.69,-56.60,184.00,100%
98.76,3.67,17.90,66.00,100%
98.76,3.66,-49.90,184.00,100%
98.79,3.69,-51.30,190.00,100%
98.82,3.69,-59.10,220.00,100%
98.85,3.69,-50.30,186.00,100%
98.88,3.67,18.80,76.00,100%
98.88,3.66,-28.90,158.00,100%
98.91,3.69,-55.50,220.00,100%
98.94,3.69,-55.90,186.00,100%
98.97,3.69,-57.60,212.00,100%
99.00,3.67,21.00,78.00,100%
99.00,3.66,-47.50,176.00,100%
99.03,3.69,-58.50,216.00,100%
99.06,3.69,-49.50,184.00,100%
99.09,3.69,-58.70,216.00,100%
99.12,3.67,28.40,72.00,100%
99.12,3.68,-51.30,194.00,100%
99.15,3.69,-51.80,176.00,100%
99.18,3.69,-53.30,216.00,100%
99.21,3.69,-52.00,194.00,100%
99.24,3.67,16.50,58.00,100%
99.24,3.68,-42.70,158.00,100%
99.27,3.69,-58.50,216.00,100%
99.30,3.69,-51.20,190.00,100%
99.34,3.69,-56.50,210.00,100%
99.36,3.67,11.40,108.00,100%
99.36,3.69,-44.00,186.00,100%
99.39,3.69,-59.90,194.00,100%
99.42,3.69,-48.10,204.00,100%
99.46,3.69,-56.90,210.00,100%
99.49,3.67,92.30,338.00,100%
99.49,3.70,-53.50,196.00,100%
99.51,3.69,-49.70,184.00,100%
99.54,3.69,-58.40,216.00,100%
99.57,3.69,-51.70,190.00,100%
99.60,3.67,11.40,102.00,100%
99.60,3.70,-49.30,164.00,100%
99.63,3.69,-50.10,212.00,100%
99.66,3.69,-58.00,196.00,100%
99.72,3.69,-52.80,196.00,100%
99.72,3.67,68.00,250.00,100%
99.72,3.70,-41.90,154.00,100%
99.75,3.69,-60.00,222.00,100%
99.78,3.69,-52.10,194.00,100%
99.84,3.69,-56.70,210.00,100%
99.84,3.67,13.30,140.00,100%
99.84,3.69,-45.50,194.00,100%
99.87,3.69,-58.10,190.00,100%
99.90,3.69,-49.40,204.00,100%
99.93,3.69,-57.90,212.00,100%
99.96,3.67,84.20,308.00,100%
99.96,3.69,-50.70,186.00,100%
99.99,3.69,-53.00,196.00,100%
100.02,3.69,-57.10,210.00,100%
100.05,3.69,-54.70,204.00,100%
100.08,3.67,18.90,124.00,100%
100.08,3.69,-53.30,176.00,100%
100.11,3.69,-48.80,200.00,100%
100.14,3.69,-56.50,216.00,100%
100.17,3.69,-49.00,180.00,100%
100.20,3.67,72.90,268.00,100%
100.20,3.68,-43.50,160.00,100%
100.23,3.69,-55.90,206.00,100%
100.26,3.69,-58.00,212.00,100%
100.29,3.69,-47.80,210.00,100%
100.32,3.67,12.00,140.00,100%
100.32,3.69,-45.20,168.00,100%
100.35,3.69,-54.30,216.00,100%
100.38,3.69,-56.30,194.00,100%
100.41,3.69,-57.40,212.00,100%
100.44,3.67,73.90,272.00,100%
100.44,3.70,-42.10,154.00,100%
100.47,3.69,-58.90,220.00,100%
100.50,3.69,-50.60,186.00,100%
100.53,3.69,-53.70,216.00,100%
100.56,3.67,12.70,154.00,100%
100.56,3.70,-41.90,184.00,100%
100.59,3.69,-57.90,210.00,100%
100.62,3.69,-49.40,184.00,100%
100.65,3.69,-60.30,222.00,100%
100.68,3.67,88.60,324.00,100%
100.68,3.69,-49.30,184.00,100%
100.71,3.69,-57.70,212.00,100%
100.74,3.69,-48.20,176.00,100%
100.77,3.69,-56.90,206.00,100%
100.80,3.67,18.30,158.00,100%
100.80,3.69,-46.90,186.00,100%
100.83,3.69,-57.00,184.00,100%
100.86,3.69,-56.20,206.00,100%
100.92,3.69,-58.40,216.00,100%
100.92,3.67,40.90,150.00,100%
100.92,3.66,-53.40,196.00,100%
100.95,3.69,-50.60,186.00,100%
100.98,3.69,-55.80,206.00,100%
101.01,3.69,-55.30,184.00,100%
101.04,3.67,18.70,128.00,100%
101.04,3.69,-50.80,174.00,100%
101.07,3.69,-49.90,190.00,100%
101.10,3.69,-60.00,222.00,100%
101.13,3.69,-51.20,190.00,100%
101.16,3.67,66.10,242.00,100%
101.16,3.68,-46.80,174.00,100%
101.19,3.69,-54.00,200.00,100%
101.22,3.69,-57.40,184.00,100%
101.25,3.69,-48.40,206.00,100%
101.28,3.67,10.30,122.00,100%
101.28,3.69,-43.40,158.00,100%
101.31,3.69,-53.40,220.00,100%
101.34,3.69,-53.00,196.00,100%
101.40,3.69,-56.50,210.00,100%
101.40,3.67,33.90,124.00,100%
101.43,3.70,-43.70,160.00,100%
101.43,3.69,-58.90,216.00,100%
101.46,3.69,-49.10,190.00,100%
101.52,3.69,-57.00,220.00,100%
101.52,3.67,15.40,76.00,100%
101.52,3.69,-43.40,186.00,100%
101.55,3.69,-52.90,194.00,100%
101.58,3.69,-53.90,200.00,100%
101.61,3.69,-58.10,216.00,100%
101.64,3.67,63.30,232.00,100%
101.64,3.70,-51.50,190.00,100%
101.67,3.69,-52.30,194.00,100%
101.70,3.69,-52.40,212.00,100%
101.76,3.69,-59.20,194.00,100%
101.76,3.67,25.00,62.00,100%
101.76,3.69,-51.00,186.00,100%
101.79,3.69,-49.10,180.00,100%
101.82,3.69,-60.30,222.00,100%
101.86,3.69,-49.50,184.00,100%
101.89,3.67,52.30,190.00,100%
101.89,3.69,-50.60,186.00,100%
101.92,3.69,-48.30,176.00,100%
101.94,3.69,-56.90,206.00,100%
101.97,3.69,-51.70,190.00,100%
102.00,3.67,20.70,186.00,100%
102.00,3.69,-48.70,164.00,100%
102.03,3.69,-57.20,212.00,100%
102.06,3.69,-58.00,212.00,100%
102.09,3.69,-49.50,184.00,100%
102.12,3.67,41.40,150.00,100%
102.12,3.69,-45.00,168.00,100%
102.15,3.69,-54.60,88.00,100%
102.18,3.69,-56.30,190.00,100%
102.24,3.69,-49.90,212.00,100%
102.24,3.67,17.40,10.00,100%
102.24,3.69,-41.00,160.00,100%
102.27,3.69,-60.20,222.00,100%
102.30,3.69,-51.90,194.00,100%
102.33,3.69,-56.90,210.00,100%
102.36,3.67,40.10,148.00,100%
102.36,3.69,-44.10,164.00,100%
102.39,3.69,-57.30,196.00,100%
102.42,3.69,-50.90,196.00,100%
102.45,3.69,-57.10,220.00,100%
102.48,3.67,20.90,246.00,100%
102.48,3.69,-50.80,186.00,100%
102.51,3.69,-54.10,200.00,100%
102.54,3.69,-53.20,196.00,100%
102.57,3.69,-59.10,220.00,100%
102.60,3.67,41.00,150.00,100%
102.60,3.70,-51.20,190.00,100%
102.63,3.69,-50.10,176.00,100%
102.66,3.69,-54.90,222.00,100%
102.69,3.69,-57.30,184.00,100%
102.72,3.67,27.50,240.00,100%
102.72,3.70,-49.50,184.00,100%
102.75,3.69,-51.40,190.00,100%
102.78,3.69,-58.10,216.00,100%
102.81,3.69,-52.40,194.00,100%
102.84,3.67,26.00,96.00,100%
102.84,3.70,-47.40,158.00,100%
102.87,3.69,-50.10,210.00,100%
102.90,3.69,-59.90,200.00,100%
102.93,3.69,-49.30,196.00,100%
102.96,3.67,18.50,250.00,100%
102.96,3.69,-41.70,154.00,100%
102.99,3.69,-59.80,220.00,100%
103.02,3.69,-50.30,186.00,100%
103.05,3.69,-56.80,210.00,100%
103.08,3.67,21.30,78.00,100%
103.08,3.68,-43.00,180.00,100%
103.11,3.69,-57.80,196.00,100%
103.14,3.69,-51.90,196.00,100%
103.20,3.69,-55.90,216.00,100%
103.20,3.67,22.10,184.00,100%
103.20,3.68,-52.00,194.00,100%
103.23,3.69,-53.60,196.00,100%
103.26,3.69,-53.40,196.00,100%
103.29,3.69,-58.60,216.00,100%
103.32,3.67,24.70,144.00,100%
103.32,3.69,-50.30,176.00,100%
103.35,3.69,-50.80,184.00,100%
103.38,3.69,-55.00,220.00,100%
103.41,3.69,-57.30,190.00,100%
103.44,3.67,81.10,298.00,100%
103.44,3.69,-50.60,186.00,100%
103.50,3.69,-50.20,186.00,100%
103.50,3.69,-59.30,220.00,100%
103.53,3.69,-50.80,186.00,100%
103.59,3.67,12.30,134.00,100%
103.59,3.69,-46.50,154.00,100%
103.59,3.69,-51.20,216.00,100%
103.62,3.69,-58.40,196.00,100%
103.65,3.69,-50.30,194.00,100%
103.68,3.67,82.30,302.00,100%
103.68,3.69,-44.80,164.00,100%
103.71,3.69,-58.00,212.00,100%
103.74,3.69,-54.40,200.00,100%
103.77,3.69,-52.80,196.00,100%
103.80,3.67,5.40,150.00,100%
103.80,3.69,-41.30,170.00,100%
103.84,3.69,-59.00,220.00,100%
103.86,3.69,-52.60,184.00,100%
103.89,3.69,-51.00,216.00,100%
103.92,3.67,93.00,340.00,100%
103.92,3.69,-48.10,176.00,100%
103.95,3.69,-58.00,212.00,100%
103.98,3.69,-51.70,190.00,100%
104.01,3.69,-58.30,216.00,100%
104.04,3.67,13.40,14.00,100%
104.04,3.68,-44.00,186.00,100%
104.07,3.69,-60.00,194.00,100%
104.10,3.69,-49.30,200.00,100%
104.13,3.69,-56.10,212.00,100%
104.16,3.67,89.00,328.00,100%
104.16,3.69,-53.30,196.00,100%
104.19,3.69,-51.60,190.00,100%
104.22,3.69,-54.70,204.00,100%
104.25,3.69,-58.50,216.00,100%
104.28,3.67,19.00,22.00,100%
104.28,3.69,-50.20,180.00,100%
104.31,3.69,-52.60,186.00,100%
104.34,3.69,-53.40,216.00,100%
104.40,3.69,-56.20,184.00,100%
104.40,3.67,-42.40,158.00,100%
104.40,3.69,-51.30,190.00,100%
104.43,3.69,-49.40,184.00,100%
104.46,3.69,-59.00,220.00,100%
104.49,3.69,-51.70,190.00,100%
104.52,3.67,15.00,20.00,100%
104.52,3.69,-48.50,160.00,100%
104.55,3.69,-50.20,212.00,100%
104.58,3.69,-58.10,200.00,100%
104.61,3.69,-51.90,194.00,100%
104.64,3.67,74.40,272.00,100%
104.64,3.69,-44.00,164.00,100%
104.67,3.69,-58.40,216.00,100%
104.70,3.69,-52.40,194.00,100%
104.73,3.69,-53.60,196.00,100%
104.76,3.67,14.80,20.00,100%
104.76,3.69,-41.20,184.00,100%
104.79,3.69,-58.50,210.00,100%
104.82,3.69,-49.40,184.00,100%
104.85,3.69,-58.60,216.00,100%
104.88,3.67,76.00,278.00,100%
104.88,3.69,-49.60,184.00,100%
104.91,3.69,-55.30,204.00,100%
104.94,3.69,-52.60,194.00,100%
104.97,3.69,-58.30,216.00,100%
105.00,3.67,21.80,14.00,100%
105.00,3.69,-52.10,190.00,100%
105.03,3.69,-50.30,176.00,100%
105.06,3.69,-53.30,216.00,100%
105.09,3.69,-51.40,190.00,100%
105.12,3.67,81.60,298.00,100%
105.12,3.70,-47.40,174.00,100%
105.15,3.69,-52.70,194.00,100%
105.18,3.69,-59.00,220.00,100%
105.21,3.69,-50.10,186.00,100%
105.24,3.67,14.00,14.00,100%
105.24,3.69,-46.80,160.00,100%
105.27,3.69,-52.50,212.00,100%
105.30,3.69,-56.20,184.00,100%
105.33,3.69,-56.60,210.00,100%
105.36,3.67,70.90,258.00,100%
105.36,3.69,-42.30,158.00,100%
105.39,3.69,-59.70,220.00,100%
105.42,3.69,-51.20,190.00,100%
105.45,3.69,-55.40,216.00,100%
105.48,3.67,15.20,56.00,100%
105.48,3.69,-44.40,190.00,100%
105.51,3.69,-57.70,200.00,100%
105.54,3.69,-48.70,190.00,100%
105.57,3.69,-60.20,222.00,100%
105.60,3.67,77.30,286.00,100%
105.60,3.69,-49.50,184.00,100%
105.63,3.69,-54.40,200.00,100%
105.66,3.69,-51.20,190.00,100%
105.72,3.69,-57.00,190.00,100%
105.72,3.67,19.80,98.00,100%
105.72,3.69,-51.00,194.00,100%
105.75,3.69,-54.20,180.00,100%
105.78,3.69,-57.40,212.00,100%
105.81,3.69,-54.70,204.00,100%
105.84,3.67,75.20,276.00,100%
105.84,3.67,-51.80,190.00,100%
105.87,3.69,-50.40,186.00,100%
105.90,3.69,-57.50,212.00,100%
105.96,3.69,-52.10,176.00,100%
105.96,3.67,17.20,220.00,100%
105.96,3.69,-51.60,168.00,100%
105.99,3.69,-49.90,196.00,100%
106.02,3.69,-58.30,216.00,100%
106.05,3.69,-50.80,186.00,100%
106.08,3.67,66.60,246.00,100%
106.08,3.69,-46.20,170.00,100%
106.11,3.69,-53.10,196.00,100%
106.20,3.69,-58.40,216.00,100%
106.20,3.69,-45.90,200.00,100%
106.20,3.67,11.30,220.00,100%
106.20,3.69,-43.60,150.00,100%
106.24,3.69,-52.70,216.00,100%
106.26,3.69,-50.00,184.00,100%
106.29,3.69,-57.10,210.00,100%
106.32,3.67,63.00,230.00,100%
106.32,3.70,-44.70,164.00,100%
106.35,3.69,-59.20,220.00,100%
106.41,3.69,-50.30,186.00,100%
106.41,3.69,-56.20,212.00,100%
106.44,3.67,15.00,176.00,100%
106.44,3.68,-44.20,186.00,100%
106.47,3.69,-57.20,190.00,100%
106.50,3.69,-55.40,204.00,100%
106.53,3.69,-59.10,220.00,100%
106.56,3.67,64.60,236.00,100%
106.56,3.70,-53.10,196.00,100%
106.59,3.69,-50.10,184.00,100%
106.65,3.69,-54.50,216.00,100%
106.65,3.69,-56.50,186.00,100%
106.68,3.67,21.10,140.00,100%
106.68,3.69,-50.60,176.00,100%
106.71,3.69,-47.70,186.00,100%
106.77,3.69,-60.40,222.00,100%
106.77,3.69,-51.10,190.00,100%
106.80,3.67,52.90,194.00,100%
106.80,3.66,-48.10,176.00,100%
106.83,3.69,-51.40,190.00,100%
106.86,3.69,-57.40,194.00,100%
106.92,3.69,-50.50,196.00,100%
106.95,3.67,17.50,216.00,100%
106.95,3.69,-45.90,158.00,100%
106.95,3.69,-50.40,212.00,100%
106.98,3.69,-53.30,196.00,100%
107.01,3.69,-54.10,200.00,100%
107.04,3.67,43.50,158.00,100%
107.04,3.67,-41.50,154.00,100%
107.07,3.69,-58.60,216.00,100%
107.10,3.69,-49.10,180.00,100%
107.13,3.69,-55.30,222.00,100%
107.16,3.67,17.50,230.00,100%
107.16,3.69,-41.20,180.00,100%
107.19,3.69,-55.70,206.00,100%
107.22,3.69,-51.90,194.00,100%
107.25,3.69,-58.10,216.00,100%
107.28,3.67,39.60,144.00,100%
107.28,3.69,-49.60,184.00,100%
107.31,3.69,-55.70,206.00,100%
107.34,3.69,-48.60,210.00,100%
107.37,3.69,-59.90,206.00,100%
107.40,3.67,24.00,250.00,100%
107.40,3.69,-49.20,190.00,100%
107.43,3.69,-50.60,186.00,100%
107.46,3.69,-59.80,220.00,100%
107.49,3.69,-54.40,200.00,100%
107.52,3.67,33.20,122.00,100%
107.52,3.70,-52.40,194.00,100%
107.55,3.69,-50.90,186.00,100%
107.58,3.69,-57.50,216.00,100%
107.61,3.69,-55.20,190.00,100%
107.64,3.67,21.90,236.00,100%
107.64,3.70,-50.80,164.00,100%
107.67,3.69,-57.10,210.00,100%
107.70,3.69,-59.40,220.00,100%
107.73,3.69,-51.00,190.00,100%
107.76,3.67,22.30,82.00,100%
107.76,3.69,-45.60,168.00,100%
107.79,3.69,-57.30,222.00,100%
107.82,3.69,-55.90,190.00,100%
107.85,3.69,-54.00,226.00,100%
107.89,3.67,15.50,276.00,100%
107.89,3.69,-42.70,176.00,100%
107.91,3.69,-61.00,226.00,100%
107.94,3.69,-50.80,186.00,100%
107.97,3.69,-60.40,222.00,100%
108.00,3.67,27.70,88.00,100%
108.00,3.69,-50.30,186.00,100%
108.03,3.69,-57.20,194.00,100%
108.06,3.69,-51.10,220.00,100%
108.09,3.69,-60.90,210.00,100%
108.12,3.67,23.00,292.00,100%
108.12,3.69,-49.60,194.00,100%
108.15,3.69,-53.00,196.00,100%
108.18,3.69,-59.90,222.00,100%
108.21,3.69,-52.90,196.00,100%
108.24,3.67,17.80,102.00,100%
108.24,3.70,-52.00,194.00,100%
108.27,3.69,-48.40,210.00,100%
108.30,3.69,-60.10,212.00,100%
108.33,3.69,-51.10,194.00,100%
108.36,3.67,18.50,288.00,100%
108.36,3.68,-43.90,160.00,100%
108.39,3.69,-60.50,222.00,100%
108.42,3.69,-54.60,204.00,100%
108.45,3.69,-54.90,204.00,100%
108.48,3.67,9.50,40.00,100%
108.48,3.70,-42.00,154.00,100%
108.51,3.69,-58.20,210.00,100%
108.54,3.69,-52.30,194.00,100%
108.57,3.69,-55.80,220.00,100%
108.60,3.67,18.50,312.00,100%
108.60,3.69,-50.80,186.00,100%
108.63,3.69,-56.40,210.00,100%
108.66,3.69,-52.40,194.00,100%
108.69,3.69,-60.60,222.00,100%
108.72,3.67,16.30,40.00,100%
108.72,3.70,-51.20,190.00,100%
108.75,3.69,-50.10,176.00,100%
108.78,3.69,-55.60,222.00,100%
108.81,3.69,-56.60,186.00,100%
108.84,3.67,83.30,308.00,100%
108.84,3.70,-47.80,176.00,100%
108.87,3.69,-52.70,194.00,100%
108.90,3.69,-58.70,216.00,100%
108.93,3.69,-51.30,190.00,100%
108.96,3.67,5.60,30.00,100%
108.96,3.69,-45.20,158.00,100%
108.99,3.69,-52.60,212.00,100%
109.02,3.69,-59.90,190.00,100%
109.05,3.69,-47.50,206.00,100%
109.08,3.67,85.20,314.00,100%
109.08,3.69,-43.90,160.00,100%
109.11,3.69,-60.00,222.00,100%
109.14,3.69,-50.40,186.00,100%
109.17,3.69,-58.10,216.00,100%
109.20,3.67,12.00,360.00,100%
109.20,3.68,-45.40,190.00,100%
109.23,3.69,-57.60,186.00,100%
109.26,3.69,-55.40,222.00,100%
109.29,3.69,-56.80,190.00,100%
109.32,3.67,89.50,204.00,100%
109.32,3.69,-44.20,164.00,100%
109.35,3.69,-21.70,78.00,100%
109.38,3.69,-58.30,216.00,100%
109.41,3.69,-48.70,180.00,100%
109.44,3.67,1.20,4.00,100%
109.44,3.69,-42.60,158.00,100%
109.47,3.69,-54.90,26.00,100%
109.50,3.69,-56.50,190.00,100%
109.53,3.69,-51.20,216.00,100%
109.56,3.67,85.50,184.00,100%
109.56,3.69,-45.50,168.00,100%
109.59,3.69,-59.30,220.00,100%
109.62,3.69,-48.90,180.00,100%
109.65,3.69,-60.30,222.00,100%
109.68,3.67,14.80,56.00,100%
109.68,3.69,-49.70,118.00,100%
109.71,3.69,-52.40,180.00,100%
109.74,3.69,-53.50,222.00,100%
109.77,3.69,-57.50,184.00,100%
109.80,3.67,85.70,190.00,100%
109.80,3.69,-47.30,174.00,100%
109.86,3.69,-51.20,190.00,100%
109.86,3.69,-58.30,216.00,100%
109.89,3.69,-51.90,194.00,100%
109.92,3.67,13.20,50.00,100%
109.92,3.69,-46.40,104.00,100%
109.95,3.69,-50.90,268.00,100%
109.98,3.69,-59.60,196.00,100%
110.01,3.69,-48.90,200.00,100%
110.04,3.67,-52.70,194.00,100%
110.04,3.69,-40.50,150.00,100%
110.10,3.69,-59.80,220.00,100%
110.10,3.69,-51.60,190.00,100%
110.13,3.69,-57.30,212.00,100%
110.16,3.67,20.50,76.00,100%
110.16,3.69,-44.30,144.00,100%
110.19,3.69,-58.20,194.00,100%
110.25,3.69,-51.60,204.00,100%
110.25,3.69,-57.40,212.00,100%
110.28,3.67,58.90,216.00,100%
110.28,3.69,-51.20,190.00,100%
110.31,3.69,-50.50,186.00,100%
110.34,3.69,-55.70,206.00,100%
110.37,3.69,-56.10,206.00,100%
110.40,3.65,58.50,180.00,100%
110.40,3.69,-50.00,134.00,100%
110.43,3.69,-50.00,196.00,100%
110.46,3.69,-57.10,216.00,100%
110.49,3.69,-52.30,184.00,100%
110.52,3.67,-51.70,190.00,100%
110.52,3.69,-43.10,160.00,100%
110.55,3.69,-48.30,176.00,100%
110.58,3.69,-57.90,212.00,100%
110.61,3.69,-49.10,180.00,100%
110.64,3.65,27.60,204.00,100%
110.64,3.68,-42.70,144.00,100%
110.67,3.69,-56.80,124.00,100%
110.70,3.69,-54.70,180.00,100%
110.73,3.69,-49.60,210.00,100%
110.76,3.67,-45.70,170.00,100%
110.76,3.69,-46.70,174.00,100%
110.79,3.69,-57.60,212.00,100%
110.82,3.69,-51.10,190.00,100%
110.88,3.69,-58.30,216.00,100%
110.88,3.65,26.60,180.00,100%
110.88,3.69,-45.30,176.00,100%
110.91,3.69,-58.80,196.00,100%
110.94,3.69,-47.70,206.00,100%
110.97,3.69,-57.30,204.00,100%
111.00,3.67,-41.70,154.00,100%
111.00,3.69,-53.00,196.00,100%
111.03,3.69,-49.40,184.00,100%
111.06,3.69,-58.40,216.00,100%
111.09,3.69,-53.20,196.00,100%
111.12,3.65,44.80,212.00,100%
111.12,3.69,-49.10,144.00,100%
111.15,3.69,-49.10,212.00,100%
111.18,3.69,-57.30,206.00,100%
111.21,3.69,-48.00,184.00,100%
111.24,3.67,-46.00,170.00,100%
111.24,3.69,-44.80,164.00,100%
111.27,3.69,-57.30,210.00,100%
111.30,3.69,-54.00,200.00,100%
111.33,3.69,-52.80,196.00,100%
111.36,3.66,46.30,186.00,100%
111.36,3.69,-39.40,168.00,100%
111.39,3.69,-59.00,212.00,100%
111.42,3.69,-50.30,180.00,100%
111.45,3.69,-52.90,216.00,100%
111.48,3.67,-30.30,112.00,100%
111.48,3.69,-49.90,184.00,100%
111.51,3.69,-56.20,206.00,100%
111.54,3.69,-50.40,186.00,100%
111.57,3.69,-58.40,216.00,100%
111.60,3.66,59.80,190.00,100%
111.60,3.69,-49.10,184.00,100%
111.63,3.69,-54.80,176.00,100%
111.66,3.69,-50.30,212.00,100%
